"","GEOID","county","income","bachelors","poverty_total","poverty","total"
"1091","21191","Pendleton County, Kentucky",58723,1094,14336,2550,14638
"1092","21193","Perry County, Kentucky",45330,1139,27366,6521,28136
"1093","21195","Pike County, Kentucky",41271,3511,56948,13607,58196
"1094","21197","Powell County, Kentucky",38415,835,12698,2680,13089
"1095","21199","Pulaski County, Kentucky",48768,4560,63813,13636,65145
"1096","21201","Robertson County, Kentucky",53798,149,2047,450,2207
"1097","21203","Rockcastle County, Kentucky",45693,640,15679,3693,16171
"1098","21205","Rowan County, Kentucky",50038,1812,21826,5366,24551
"1099","21207","Russell County, Kentucky",48220,1124,17582,3803,18021
"1100","21209","Scott County, Kentucky",80782,7371,55727,5173,57286
"1101","21211","Shelby County, Kentucky",81012,6244,46787,3706,48105
"1102","21213","Simpson County, Kentucky",55907,1111,18984,2694,19574
"1103","21215","Spencer County, Kentucky",101118,1924,19289,1607,19549
"1104","21217","Taylor County, Kentucky",63211,2425,24882,3551,26056
"1105","21219","Todd County, Kentucky",57891,756,12058,2548,12281
"1106","21221","Trigg County, Kentucky",55864,1196,14065,2556,14154
"1107","21223","Trimble County, Kentucky",66492,560,8370,1147,8510
"1108","21225","Union County, Kentucky",58260,608,13195,2487,13495
"1109","21227","Warren County, Kentucky",63074,16718,128934,22132,135307
"1110","21229","Washington County, Kentucky",65456,921,11726,1657,12025
"1111","21231","Wayne County, Kentucky",41583,1067,19310,4898,19666
"1112","21233","Webster County, Kentucky",55451,635,12589,2022,12951
"1113","21235","Whitley County, Kentucky",44332,2180,34862,8189,36648
"1114","21237","Wolfe County, Kentucky",28666,104,6424,2362,6573
"1115","21239","Woodford County, Kentucky",78295,4579,26409,2228,26886
"1116","22001","Acadia Parish, Louisiana",44977,3777,56735,13459,57674
"1117","22003","Allen Parish, Louisiana",52755,1285,18955,3711,22798
"1118","22005","Ascension Parish, Louisiana",93800,16316,125821,12453,126973
"1119","22007","Assumption Parish, Louisiana",47023,1217,20925,3354,21067
"1120","22009","Avoyelles Parish, Louisiana",38696,2002,36357,10160,39529
"1121","22011","Beauregard Parish, Louisiana",68525,2961,35787,4765,36553
"1122","22013","Bienville Parish, Louisiana",34268,823,12638,3928,12958
"1123","22015","Bossier Parish, Louisiana",64598,15201,126478,21074,128877
"1124","22017","Caddo Parish, Louisiana",47572,22890,231637,50825,236259
"1125","22019","Calcasieu Parish, Louisiana",64370,21647,207624,35580,210770
"1126","22021","Caldwell Parish, Louisiana",45707,640,9360,2327,9658
"1127","22023","Cameron Parish, Louisiana",69847,384,5410,669,5447
"1128","22025","Catahoula Parish, Louisiana",48259,693,7598,1873,8895
"1129","22027","Claiborne Parish, Louisiana",32034,786,12280,4005,14203
"1130","22029","Concordia Parish, Louisiana",38929,1390,17311,5864,18677
"1131","22031","De Soto Parish, Louisiana",49807,2027,26614,5381,26821
"1132","22033","East Baton Rouge Parish, Louisiana",62083,64684,441372,78833,454369
"1133","22035","East Carroll Parish, Louisiana",30856,481,5501,2216,7371
"1134","22037","East Feliciana Parish, Louisiana",64709,1750,16640,2441,19452
"1135","22039","Evangeline Parish, Louisiana",34526,1961,30889,8576,32335
"1136","22041","Franklin Parish, Louisiana",41129,1302,18769,4884,19752
"1137","22043","Grant Parish, Louisiana",57362,1440,19022,2855,22185
"1138","22045","Iberia Parish, Louisiana",55190,4873,69049,15953,69958
"1139","22047","Iberville Parish, Louisiana",59410,2067,27311,4597,30210
"1140","22049","Jackson Parish, Louisiana",40406,987,14143,3706,15093
"1141","22051","Jefferson Parish, Louisiana",63257,59420,432591,66951,436171
"1142","22053","Jefferson Davis Parish, Louisiana",52470,1963,31674,5074,32277
"1143","22055","Lafayette Parish, Louisiana",66617,38795,237978,40006,243175
"1144","22057","Lafourche Parish, Louisiana",61381,8279,94822,15695,97220
"1145","22059","LaSalle Parish, Louisiana",59926,1196,13699,2081,14764
"1146","22061","Lincoln Parish, Louisiana",37001,5494,44477,13210,48323
"1147","22063","Livingston Parish, Louisiana",77978,14911,142124,16496,143425
"1148","22065","Madison Parish, Louisiana",34508,672,8460,3223,10028
"1149","22067","Morehouse Parish, Louisiana",37875,1478,24537,7067,25438
"1150","22069","Natchitoches Parish, Louisiana",41310,3018,35426,9184,37478
"1151","22071","Orleans Parish, Louisiana",51116,60578,366993,84133,380408
"1152","22073","Ouachita Parish, Louisiana",49261,17102,153782,36050,159585
"1153","22075","Plaquemines Parish, Louisiana",77996,2016,22989,3379,23305
"1154","22077","Pointe Coupee Parish, Louisiana",53045,1657,20499,3922,20652
"1155","22079","Rapides Parish, Louisiana",55407,12220,126081,23102,129536
"1156","22081","Red River Parish, Louisiana",43821,363,7269,1800,7631
"1157","22083","Richland Parish, Louisiana",48125,1315,19106,4591,20028
"1158","22085","Sabine Parish, Louisiana",40777,1484,21890,5237,22209
"1159","22087","St. Bernard Parish, Louisiana",55857,3315,43690,9840,44038
"1160","22089","St. Charles Parish, Louisiana",79191,7025,51554,5249,52191
"1161","22091","St. Helena Parish, Louisiana",46402,616,10715,2942,10872
"1162","22093","St. James Parish, Louisiana",62946,1779,19907,2282,20090
"1163","22095","St. John the Baptist Parish, Louisiana",65114,2863,41481,5830,41986
"1164","22097","St. Landry Parish, Louisiana",44478,4931,81024,22276,82574
"1165","22099","St. Martin Parish, Louisiana",50806,3615,51348,9019,51856
"1166","22101","St. Mary Parish, Louisiana",47322,2823,48461,10623,49114
"1167","22103","St. Tammany Parish, Louisiana",76914,42984,263232,30682,266168
"1168","22105","Tangipahoa Parish, Louisiana",55274,12831,129545,24896,133953
"1169","22107","Tensas Parish, Louisiana",35653,262,4001,1403,4127
"1170","22109","Terrebonne Parish, Louisiana",63088,8098,107203,17532,108862
"1171","22111","Union Parish, Louisiana",47068,2025,20529,5507,21049
"1172","22113","Vermilion Parish, Louisiana",56194,5270,56531,10909,57202
"1173","22115","Vernon Parish, Louisiana",56547,4115,46492,8390,48452
"1174","22117","Washington Parish, Louisiana",41803,2493,43715,10294,45514
"1175","22119","Webster Parish, Louisiana",34263,2582,35828,9888,36761
"1176","22121","West Baton Rouge Parish, Louisiana",80510,3287,26591,3922,27377
"1177","22123","West Carroll Parish, Louisiana",45035,469,9510,1827,9800
"1178","22125","West Feliciana Parish, Louisiana",71985,1709,11794,1676,15358
"1179","22127","Winn Parish, Louisiana",44922,844,12019,2361,13665
"1180","23001","Androscoggin County, Maine",64500,11847,107822,13334,111532
"1181","23003","Aroostook County, Maine",50843,7343,65254,9755,67237
"1182","23005","Cumberland County, Maine",87710,67158,294808,21265,303357
"1183","23007","Franklin County, Maine",56890,4035,28692,3477,29839
"1184","23009","Hancock County, Maine",64149,9856,54389,5949,55851
"1185","23011","Kennebec County, Maine",62118,16692,120229,14938,124003
"1186","23013","Knox County, Maine",68904,7362,39021,3892,40729
"1187","23015","Lincoln County, Maine",69638,6501,34809,3182,35466
"1188","23017","Oxford County, Maine",54780,6398,57245,8259,58276
"1189","23019","Penobscot County, Maine",59438,20779,146149,19608,152640
"1190","23021","Piscataquis County, Maine",51805,1990,16551,2479,16936
"1191","23023","Sagadahoc County, Maine",77591,6223,36527,3979,36868
"1192","23025","Somerset County, Maine",53527,5392,49642,8331,50656
"1193","23027","Waldo County, Maine",62694,5948,38992,5035,39772
"1194","23029","Washington County, Maine",51669,3643,30087,5276,31096
"1195","23031","York County, Maine",79743,33566,209237,16732,212691
"1196","24001","Allegany County, Maryland",55248,5726,61098,9692,68161
"1197","24003","Anne Arundel County, Maryland",116009,102712,577547,33687,588109
"1198","24005","Baltimore County, Maryland",88157,136268,830921,84846,850737
"1199","24009","Calvert County, Maryland",128078,12420,92740,3959,93244
"1200","24011","Caroline County, Maryland",65326,2362,32727,4228,33320
"1201","24013","Carroll County, Maryland",111672,28729,169609,8646,173225
"1202","24015","Cecil County, Maryland",86869,11804,102465,10341,103876
"1203","24017","Charles County, Maryland",116882,20490,165668,9729,167035
"1204","24019","Dorchester County, Maryland",57490,2425,32157,4951,32557
"1205","24021","Frederick County, Maryland",115724,45788,269356,16599,273829
"1206","24023","Garrett County, Maryland",64447,2893,28236,3123,28856
"1207","24025","Harford County, Maryland",106417,40140,259577,18524,261059
"1208","24027","Howard County, Maryland",140971,69388,329123,17671,332011
"1209","24029","Kent County, Maryland",71635,2939,17761,1693,19289
"1210","24031","Montgomery County, Maryland",125583,198924,1047814,75205,1056910
"1211","24033","Prince George's County, Maryland",97935,131451,935601,89651,957189
"1212","24035","Queen Anne's County, Maryland",108332,8244,49851,3419,50316
"1213","24037","St. Mary's County, Maryland",113668,15055,111369,8456,113814
"1214","24039","Somerset County, Maryland",52149,1965,19771,3922,24672
"1215","24041","Talbot County, Maryland",81667,6565,37175,3460,37663
"1216","24043","Washington County, Maryland",73017,14675,146912,18137,154645
"1217","24045","Wicomico County, Maryland",69421,11476,100041,13844,103815
"1218","24047","Worcester County, Maryland",76689,8043,52167,4275,52827
"1219","24510","Baltimore city, Maryland",58349,72434,564634,110509,584548
"1220","25001","Barnstable County, Massachusetts",90447,45373,226765,15911,229436
"1221","25003","Berkshire County, Massachusetts",69744,19592,123244,13518,128763
"1222","25005","Bristol County, Massachusetts",80628,78287,563586,62801,576699
"1223","25007","Dukes County, Massachusetts",93225,3694,20321,1364,20543
"1224","25009","Essex County, Massachusetts",94378,138834,790497,76850,806103
"1225","25011","Franklin County, Massachusetts",70383,11539,69880,8360,70980
"1226","25013","Hampden County, Massachusetts",66619,54812,451890,71252,464575
"1227","25015","Hampshire County, Massachusetts",84025,24676,133208,14133,153931
"1228","25017","Middlesex County, Massachusetts",121304,330386,1573523,117050,1623109
"1229","25019","Nantucket County, Massachusetts",135590,3481,13893,687,14065
"1230","25021","Norfolk County, Massachusetts",120621,148960,706126,45607,722112
"1231","25023","Plymouth County, Massachusetts",105387,93963,519411,34547,529548
"1232","25025","Suffolk County, Massachusetts",87669,146861,745894,126977,785443
"1233","25027","Worcester County, Massachusetts",88524,133862,834054,83304,858898
"1234","26001","Alcona County, Michigan",50295,1041,10128,1604,10238
"1235","26003","Alger County, Michigan",55528,965,7814,801,8866
"1236","26005","Allegan County, Michigan",75543,13239,118878,11307,120189
"1237","26007","Alpena County, Michigan",49133,2221,28378,4685,28911
"1238","26009","Antrim County, Michigan",68850,3587,23443,2199,23662
"1239","26011","Arenac County, Michigan",53487,1088,14891,2019,15031
"1240","26013","Baraga County, Michigan",51911,645,7204,877,8245
"1241","26015","Barry County, Michigan",75182,7242,61908,5163,62581
"1242","26017","Bay County, Michigan",57887,10450,102815,15715,103752
"1243","26019","Benzie County, Michigan",71327,2713,17826,1862,18058
"1244","26021","Berrien County, Michigan",60379,19850,151178,23756,153938
"1245","26023","Branch County, Michigan",60600,3486,42681,6409,44795
"1246","26025","Calhoun County, Michigan",58191,13238,130504,19360,134011
"1247","26027","Cass County, Michigan",65183,5032,51125,6573,51604
"1248","26029","Charlevoix County, Michigan",69764,3914,25828,2230,26174
"1249","26031","Cheboygan County, Michigan",59557,2667,25413,3029,25709
"1250","26033","Chippewa County, Michigan",58408,3700,33041,5441,36670
"1251","26035","Clare County, Michigan",47816,1650,30572,6765,30998
"1252","26037","Clinton County, Michigan",82594,11239,78373,7488,79249
"1253","26039","Crawford County, Michigan",57998,1192,12999,1798,13197
"1254","26041","Delta County, Michigan",53852,3750,36245,4802,36839
"1255","26043","Dickinson County, Michigan",59651,3142,25529,2477,25937
"1256","26045","Eaton County, Michigan",77158,15772,107193,8156,109072
"1257","26047","Emmet County, Michigan",69690,5539,33648,2816,34072
"1258","26049","Genesee County, Michigan",58594,41339,400350,65056,405280
"1259","26051","Gladwin County, Michigan",53717,1784,25173,3574,25461
"1260","26053","Gogebic County, Michigan",47913,1667,14131,1993,14597
"1261","26055","Grand Traverse County, Michigan",75553,15878,93926,9772,95315
"1262","26057","Gratiot County, Michigan",57934,3514,35466,5007,41534
"1263","26059","Hillsdale County, Michigan",59425,3631,44097,6682,45698
"1264","26061","Houghton County, Michigan",52736,4125,33798,5838,37414
"1265","26063","Huron County, Michigan",54475,2558,31089,3501,31461
"1266","26065","Ingham County, Michigan",62548,38966,265022,43825,282540
"1267","26067","Ionia County, Michigan",71720,5605,62928,6508,66663
"1268","26069","Iosco County, Michigan",46224,1882,24982,3767,25319
"1269","26071","Iron County, Michigan",52241,1147,11174,1642,11585
"1270","26073","Isabella County, Michigan",52638,5938,59298,13998,64938
"1271","26075","Jackson County, Michigan",62581,16714,150865,18276,160637
"1272","26077","Kalamazoo County, Michigan",67905,40547,253778,33911,261426
"1273","26079","Kalkaska County, Michigan",56380,1403,17770,2615,17934
"1274","26081","Kent County, Michigan",76247,108970,646561,69388,657321
"1275","26083","Keweenaw County, Michigan",55560,379,2084,163,2088
"1276","26085","Lake County, Michigan",45946,851,11992,2434,12285
"1277","26087","Lapeer County, Michigan",75402,8065,86900,8832,88687
"1278","26089","Leelanau County, Michigan",82345,4935,22213,1483,22426
"1279","26091","Lenawee County, Michigan",65484,10011,94326,10451,99263
"1280","26093","Livingston County, Michigan",96135,35752,192746,9362,194302
"1281","26095","Luce County, Michigan",51015,411,4401,804,5442
"1282","26097","Mackinac County, Michigan",60620,1360,10657,1685,10843
"1283","26099","Macomb County, Michigan",73876,107738,870199,85418,878453
"1284","26101","Manistee County, Michigan",59467,3016,23697,2667,25058
"1285","26103","Marquette County, Michigan",63115,10526,62919,8535,66376
"1286","26105","Mason County, Michigan",60744,3067,28830,3944,29178
"1287","26107","Mecosta County, Michigan",54132,3940,37723,6778,40128
"1288","26109","Menominee County, Michigan",54074,1952,22912,2464,23433
"1289","26111","Midland County, Michigan",73643,12630,82166,8337,83503
"1290","26113","Missaukee County, Michigan",57667,1263,14959,1676,15089
"1291","26115","Monroe County, Michigan",72573,15952,153049,16690,154823
"1292","26117","Montcalm County, Michigan",61250,4683,64105,7882,66901
"1293","26119","Montmorency County, Michigan",46345,741,9121,1690,9261
"1294","26121","Muskegon County, Michigan",61347,17502,169672,21923,175947
"1295","26123","Newaygo County, Michigan",59065,4372,49524,7537,50130
"1296","26125","Oakland County, Michigan",92620,253140,1261164,97107,1272264
"1297","26127","Oceana County, Michigan",60691,2357,26257,3657,26707
"1298","26129","Ogemaw County, Michigan",50377,1535,20417,3485,20820
"1299","26131","Ontonagon County, Michigan",48316,502,5803,794,5862
"1300","26133","Osceola County, Michigan",54875,1796,22650,3551,23022
"1301","26135","Oscoda County, Michigan",48692,579,8195,1139,8264
"1302","26137","Otsego County, Michigan",62865,3142,24874,2653,25221
"1303","26139","Ottawa County, Michigan",83932,45105,286398,21639,296183
"1304","26141","Presque Isle County, Michigan",55986,1389,12949,1645,13083
"1305","26143","Roscommon County, Michigan",49898,1983,23240,3758,23556
"1306","26145","Saginaw County, Michigan",56579,19474,183757,33469,189821
"1307","26147","St. Clair County, Michigan",66887,14300,158320,18761,160257
"1308","26149","St. Joseph County, Michigan",62281,4415,59939,7714,60887
